composer,composerLabel,birth,death,countryLabel
http://www.wikidata.org/entity/Q92862,Jaron Lanier,1960-05-03T00:00:00Z,,United States
http://www.wikidata.org/entity/Q93227,Nikolai Rimsky-Korsakov,1844-03-18T00:00:00Z,1908-06-21T00:00:00Z,Russian Empire
http://www.wikidata.org/entity/Q93341,Miles Davis,1926-05-26T00:00:00Z,1991-09-28T00:00:00Z,United States
http://www.wikidata.org/entity/Q93373,Archduke Rudolf of Austria,1788-01-08T00:00:00Z,1831-07-23T00:00:00Z,Austrian Empire
http://www.wikidata.org/entity/Q93373,Archduke Rudolf of Austria,1788-01-09T00:00:00Z,1831-07-23T00:00:00Z,Austrian Empire
http://www.wikidata.org/entity/Q93373,Archduke Rudolf of Austria,1788-01-08T00:00:00Z,1831-07-24T00:00:00Z,Austrian Empire
http://www.wikidata.org/entity/Q93373,Archduke Rudolf of Austria,1788-01-09T00:00:00Z,1831-07-24T00:00:00Z,Austrian Empire
http://www.wikidata.org/entity/Q93412,Austin Peralta,1990-10-25T00:00:00Z,2012-11-21T00:00:00Z,United States
http://www.wikidata.org/entity/Q93672,Paul Badura-Skoda,1927-10-06T00:00:00Z,2019-09-25T00:00:00Z,Austria
http://www.wikidata.org/entity/Q93817,Władysław Tarnowski,1836-06-04T00:00:00Z,1878-04-19T00:00:00Z,Austria–Hungary
http://www.wikidata.org/entity/Q93835,Fyodor Druzhinin,1932-04-06T00:00:00Z,2007-07-01T00:00:00Z,Russia
http://www.wikidata.org/entity/Q93835,Fyodor Druzhinin,1932-04-06T00:00:00Z,2007-07-01T00:00:00Z,Soviet Union
http://www.wikidata.org/entity/Q93980,Friedrich Wührer,1900-06-29T00:00:00Z,1975-12-27T00:00:00Z,Austria
http://www.wikidata.org/entity/Q93980,Friedrich Wührer,1900-06-29T00:00:00Z,1975-12-27T00:00:00Z,Germany
http://www.wikidata.org/entity/Q94068,Fritz Rotter,1900-03-03T00:00:00Z,1984-04-11T00:00:00Z,Austria
http://www.wikidata.org/entity/Q94120,İlhan Baran,1934-07-20T00:00:00Z,2016-11-28T00:00:00Z,Turkey
http://www.wikidata.org/entity/Q94157,Kenneth Kapstad,1979-04-20T00:00:00Z,,Norway
http://www.wikidata.org/entity/Q94172,Hannes Raffaseder,1970-01-15T00:00:00Z,,Austria
http://www.wikidata.org/entity/Q94196,Tomàs Milans i Godayol,1672-01-01T00:00:00Z,1742-01-01T00:00:00Z,Spain
http://www.wikidata.org/entity/Q94196,Tomàs Milans i Godayol,1672-01-01T00:00:00Z,1742-01-01T00:00:00Z,Crown of Aragon
http://www.wikidata.org/entity/Q94265,Vince DiCola,1957-01-01T00:00:00Z,,United States
http://www.wikidata.org/entity/Q94319,Isaac de Camondo,1851-07-03T00:00:00Z,1911-04-07T00:00:00Z,Kingdom of Italy
http://www.wikidata.org/entity/Q94506,Cenan Akın,1932-01-01T00:00:00Z,2006-11-03T00:00:00Z,Turkey
http://www.wikidata.org/entity/Q94882,Emir Kusturica,1954-11-24T00:00:00Z,,France
http://www.wikidata.org/entity/Q94882,Emir Kusturica,1954-11-24T00:00:00Z,,Serbia
http://www.wikidata.org/entity/Q94882,Emir Kusturica,1954-11-24T00:00:00Z,,Socialist Federal Republic of Yugoslavia
http://www.wikidata.org/entity/Q95008,John Carpenter,1948-01-16T00:00:00Z,,United States
http://www.wikidata.org/entity/Q95210,Johannes Heil,1978-02-03T00:00:00Z,,Germany
http://www.wikidata.org/entity/Q95455,Jan Kopp,1971-07-13T00:00:00Z,,Germany
http://www.wikidata.org/entity/Q95492,Hans-Otto Borgmann,1901-10-20T00:00:00Z,1977-07-26T00:00:00Z,Germany
http://www.wikidata.org/entity/Q95560,Walter Abendroth,1896-05-29T00:00:00Z,1973-09-30T00:00:00Z,Germany
http://www.wikidata.org/entity/Q95584,Nicolaus Zangius,1570-01-01T00:00:00Z,1618-01-01T00:00:00Z,Germany
http://www.wikidata.org/entity/Q95634,Johann Georg Wunderlich,1755-02-02T00:00:00Z,1819-01-01T00:00:00Z,Principality of Bayreuth
http://www.wikidata.org/entity/Q95638,Georg Rhau,1488-01-01T00:00:00Z,1548-08-16T00:00:00Z,Germany
http://www.wikidata.org/entity/Q95656,Gadjo,1972-08-16T00:00:00Z,,Germany
http://www.wikidata.org/entity/Q95674,Ernst Daniel Adami,1716-11-19T00:00:00Z,1795-07-29T00:00:00Z,Germany
http://www.wikidata.org/entity/Q95697,Johann George Tromlitz,1725-11-08T00:00:00Z,1805-02-04T00:00:00Z,Germany
http://www.wikidata.org/entity/Q95700,Johannes Lippius,1585-06-24T00:00:00Z,1612-09-20T00:00:00Z,Germany
http://www.wikidata.org/entity/Q95700,Johannes Lippius,1585-06-24T00:00:00Z,1612-09-24T00:00:00Z,Germany
http://www.wikidata.org/entity/Q95727,Ulrike Haage,1957-12-22T00:00:00Z,,Germany
http://www.wikidata.org/entity/Q95774,Toni Cottura,1971-06-07T00:00:00Z,,Germany
http://www.wikidata.org/entity/Q95809,Megitza,1984-11-11T00:00:00Z,,Poland
http://www.wikidata.org/entity/Q95896,Dieter Trautwein,1928-07-30T00:00:00Z,2002-11-09T00:00:00Z,Germany
http://www.wikidata.org/entity/Q95918,Franz Xaver Witt,1834-02-09T00:00:00Z,1888-12-02T00:00:00Z,Kingdom of Bavaria
http://www.wikidata.org/entity/Q96065,Gottfried Huppertz,1887-03-11T00:00:00Z,1937-02-07T00:00:00Z,German Reich
http://www.wikidata.org/entity/Q96125,Herbert Henck,1948-07-28T00:00:00Z,2025-01-17T00:00:00Z,Germany
http://www.wikidata.org/entity/Q96175,Kurt Schröder,1888-09-06T00:00:00Z,1962-01-05T00:00:00Z,Germany
http://www.wikidata.org/entity/Q96179,Carl August Haupt,1810-08-24T00:00:00Z,1891-07-04T00:00:00Z,Germany
http://www.wikidata.org/entity/Q96179,Carl August Haupt,1810-08-25T00:00:00Z,1891-07-04T00:00:00Z,Germany
http://www.wikidata.org/entity/Q96179,Carl August Haupt,1810-08-28T00:00:00Z,1891-07-04T00:00:00Z,Germany
http://www.wikidata.org/entity/Q96244,Peter Thomas,1925-12-01T00:00:00Z,2020-05-17T00:00:00Z,Germany
http://www.wikidata.org/entity/Q96324,Hugo Strasser,1922-04-07T00:00:00Z,2016-03-16T00:00:00Z,Germany
http://www.wikidata.org/entity/Q96409,Rudolph Palme,1834-10-23T00:00:00Z,1909-01-08T00:00:00Z,Germany
http://www.wikidata.org/entity/Q96419,Malente,2000-01-01T00:00:00Z,,Germany
http://www.wikidata.org/entity/Q96452,Heinrich Ehrlich,1822-10-05T00:00:00Z,1899-12-30T00:00:00Z,Germany
http://www.wikidata.org/entity/Q96549,Johannes Wanning,1537-01-01T00:00:00Z,1603-01-01T00:00:00Z,Dutch Republic
http://www.wikidata.org/entity/Q96549,Johannes Wanning,1537-01-01T00:00:00Z,1603-01-01T00:00:00Z,Crown of the Kingdom of Poland
http://www.wikidata.org/entity/Q96558,François-René Gebauer,1773-03-15T00:00:00Z,1845-06-28T00:00:00Z,France
http://www.wikidata.org/entity/Q96728,Dr. Motte,1960-07-09T00:00:00Z,,Germany
http://www.wikidata.org/entity/Q96753,York Höller,1944-01-11T00:00:00Z,,Germany
http://www.wikidata.org/entity/Q96776,Friedrich Wilhelm Berner,1780-05-16T00:00:00Z,1827-05-09T00:00:00Z,Germany
http://www.wikidata.org/entity/Q96849,Princess Louise of Saxe-Meiningen,1752-08-06T00:00:00Z,1805-06-03T00:00:00Z,Germany
http://www.wikidata.org/entity/Q96858,Burkhard Dallwitz,1959-01-28T00:00:00Z,,Germany
http://www.wikidata.org/entity/Q96862,Andreas Hakenberger,1574-01-01T00:00:00Z,1627-06-05T00:00:00Z,Germany
http://www.wikidata.org/entity/Q96862,Andreas Hakenberger,1574-01-01T00:00:00Z,1627-06-05T00:00:00Z,Polish–Lithuanian Commonwealth
http://www.wikidata.org/entity/Q96905,Q96905,1971-09-23T00:00:00Z,,Germany
http://www.wikidata.org/entity/Q96923,Volker Kriegel,1943-12-24T00:00:00Z,2003-06-14T00:00:00Z,Germany
http://www.wikidata.org/entity/Q96923,Volker Kriegel,1943-12-24T00:00:00Z,2003-06-15T00:00:00Z,Germany
http://www.wikidata.org/entity/Q96928,Thomas Selle,1599-04-02T00:00:00Z,1663-07-12T00:00:00Z,Holy Roman Empire
http://www.wikidata.org/entity/Q96940,Leopold Reichwein,1878-05-16T00:00:00Z,1945-04-08T00:00:00Z,Germany
http://www.wikidata.org/entity/Q96942,Walther Dürr,1932-03-27T00:00:00Z,2018-01-06T00:00:00Z,Germany
http://www.wikidata.org/entity/Q96944,Rainer Riehn,1941-11-12T00:00:00Z,2015-06-09T00:00:00Z,Germany
http://www.wikidata.org/entity/Q96982,Mijk van Dijk,1963-01-01T00:00:00Z,,Germany
http://www.wikidata.org/entity/Q96984,Klaus Wüsthoff,1922-07-01T00:00:00Z,2021-11-17T00:00:00Z,Germany
http://www.wikidata.org/entity/Q96985,Klaus Pringsheim,1883-07-24T00:00:00Z,1972-12-07T00:00:00Z,Germany
http://www.wikidata.org/entity/Q96988,Mathias Spahlinger,1944-10-15T00:00:00Z,,Germany
http://www.wikidata.org/entity/Q96993,Tillmann Uhrmacher,1967-05-14T00:00:00Z,2011-05-30T00:00:00Z,Germany
http://www.wikidata.org/entity/Q96997,Ernst Hermann Meyer,1905-12-08T00:00:00Z,1988-10-08T00:00:00Z,Germany
http://www.wikidata.org/entity/Q96997,Ernst Hermann Meyer,1905-12-08T00:00:00Z,1988-10-08T00:00:00Z,German Democratic Republic
http://www.wikidata.org/entity/Q97011,Henry Hugo Pierson,1815-04-12T00:00:00Z,1873-01-28T00:00:00Z,United Kingdom
http://www.wikidata.org/entity/Q97011,Henry Hugo Pierson,1815-04-12T00:00:00Z,1873-01-28T00:00:00Z,Germany
http://www.wikidata.org/entity/Q97013,Philipp Wolfrum,1854-12-17T00:00:00Z,1919-05-08T00:00:00Z,Germany
http://www.wikidata.org/entity/Q97017,Constantin Christian Dedekind,1628-04-02T00:00:00Z,1715-01-01T00:00:00Z,Germany
http://www.wikidata.org/entity/Q97082,Friedrich Mehler,1896-09-27T00:00:00Z,1981-11-05T00:00:00Z,Sweden
http://www.wikidata.org/entity/Q97082,Friedrich Mehler,1896-09-27T00:00:00Z,1981-11-05T00:00:00Z,Germany
http://www.wikidata.org/entity/Q97096,Louis Fürnberg,1909-05-24T00:00:00Z,1957-06-23T00:00:00Z,German Democratic Republic
http://www.wikidata.org/entity/Q97096,Louis Fürnberg,1909-05-24T00:00:00Z,1957-06-23T00:00:00Z,Czechoslovakia
http://www.wikidata.org/entity/Q97098,Andreas Fromm,1621-01-01T00:00:00Z,1683-10-16T00:00:00Z,Germany
http://www.wikidata.org/entity/Q97106,Avraham Daus,1902-01-01T00:00:00Z,1974-01-01T00:00:00Z,Germany
http://www.wikidata.org/entity/Q97106,Avraham Daus,1902-01-01T00:00:00Z,1974-01-01T00:00:00Z,Israel
http://www.wikidata.org/entity/Q97259,Christian Biegai,1974-12-14T00:00:00Z,,Germany
http://www.wikidata.org/entity/Q97710,Erich Schumann,1898-01-05T00:00:00Z,1985-04-25T00:00:00Z,Germany
http://www.wikidata.org/entity/Q97710,Erich Schumann,1898-01-05T00:00:00Z,1985-04-25T00:00:00Z,Kingdom of Prussia
http://www.wikidata.org/entity/Q97710,Erich Schumann,1898-01-05T00:00:00Z,1985-04-25T00:00:00Z,German Reich
http://www.wikidata.org/entity/Q97731,René Giessen,1944-12-24T00:00:00Z,,Germany
http://www.wikidata.org/entity/Q97743,Mathilde Hannah von Rothschild,1832-03-05T00:00:00Z,1924-03-08T00:00:00Z,Germany
http://www.wikidata.org/entity/Q97768,Horst Seemann,1937-04-11T00:00:00Z,2000-01-06T00:00:00Z,Germany
http://www.wikidata.org/entity/Q97768,Horst Seemann,1937-04-11T00:00:00Z,2000-01-06T00:00:00Z,German Democratic Republic
http://www.wikidata.org/entity/Q233061,Joanna Newsom,1982-01-18T00:00:00Z,,United States
http://www.wikidata.org/entity/Q233081,Vanessa Carlton,1980-08-16T00:00:00Z,,United States
http://www.wikidata.org/entity/Q233295,Tila Tequila,1981-10-24T00:00:00Z,,United States
http://www.wikidata.org/entity/Q233295,Tila Tequila,1981-10-24T00:00:00Z,,Singapore
http://www.wikidata.org/entity/Q233342,Neneh Cherry,1964-03-10T00:00:00Z,,Sweden
http://www.wikidata.org/entity/Q233362,Helen Reddy,1941-10-25T00:00:00Z,2020-09-29T00:00:00Z,United States
http://www.wikidata.org/entity/Q233362,Helen Reddy,1941-10-25T00:00:00Z,2020-09-29T00:00:00Z,Australia
http://www.wikidata.org/entity/Q233377,Amerie,1980-01-12T00:00:00Z,,United States
http://www.wikidata.org/entity/Q233453,Hiromi Uehara,1979-03-26T00:00:00Z,,Japan
http://www.wikidata.org/entity/Q233474,Malese Jow,1991-02-18T00:00:00Z,,United States
http://www.wikidata.org/entity/Q233483,Diamanda Galás,1955-08-29T00:00:00Z,,United States
http://www.wikidata.org/entity/Q233529,Dee Dee Bridgewater,1950-05-27T00:00:00Z,,United States
http://www.wikidata.org/entity/Q233721,Carla Bley,1936-05-11T00:00:00Z,2023-10-17T00:00:00Z,United States
http://www.wikidata.org/entity/Q233750,Skylar Grey,1986-02-23T00:00:00Z,,United States
http://www.wikidata.org/entity/Q233817,Debbie Gibson,1970-08-31T00:00:00Z,,United States
http://www.wikidata.org/entity/Q233894,Sunny,1989-05-15T00:00:00Z,,United States
http://www.wikidata.org/entity/Q233894,Sunny,1989-05-15T00:00:00Z,,South Korea
http://www.wikidata.org/entity/Q233944,Kerli,1987-02-07T00:00:00Z,,Estonia
http://www.wikidata.org/entity/Q234066,Hyuna,1992-06-06T00:00:00Z,,South Korea
http://www.wikidata.org/entity/Q234106,Emilia Rydberg,1978-01-05T00:00:00Z,,Sweden
http://www.wikidata.org/entity/Q234166,Adelina Patti,1843-02-19T00:00:00Z,1919-09-27T00:00:00Z,Spain
http://www.wikidata.org/entity/Q234304,Aziza Mustafa Zadeh,1969-12-19T00:00:00Z,,Germany
http://www.wikidata.org/entity/Q234304,Aziza Mustafa Zadeh,1969-12-19T00:00:00Z,,Azerbaijan
http://www.wikidata.org/entity/Q234304,Aziza Mustafa Zadeh,1969-12-19T00:00:00Z,,Soviet Union
http://www.wikidata.org/entity/Q234440,Melody Gardot,1985-02-02T00:00:00Z,,United States
http://www.wikidata.org/entity/Q234591,Ringo Sheena,1978-11-25T00:00:00Z,,Japan
http://www.wikidata.org/entity/Q234598,Hikaru Utada,1983-01-19T00:00:00Z,,Japan
http://www.wikidata.org/entity/Q234598,Hikaru Utada,1983-01-19T00:00:00Z,,United States
http://www.wikidata.org/entity/Q234677,Pastora Soler,1978-09-28T00:00:00Z,,Spain
http://www.wikidata.org/entity/Q234716,Yanni,1954-11-14T00:00:00Z,,Greece
http://www.wikidata.org/entity/Q234737,Émilie Simon,1978-07-17T00:00:00Z,,France
http://www.wikidata.org/entity/Q234861,Laura Nyro,1947-10-18T00:00:00Z,1997-04-08T00:00:00Z,United States
http://www.wikidata.org/entity/Q234891,Yo-Yo Ma,1955-10-07T00:00:00Z,,United States
http://www.wikidata.org/entity/Q234891,Yo-Yo Ma,1955-10-07T00:00:00Z,,France
http://www.wikidata.org/entity/Q234891,Yo-Yo Ma,1955-10-07T00:00:00Z,,Republic of China
http://www.wikidata.org/entity/Q235066,Laurie Anderson,1947-06-05T00:00:00Z,,United States
http://www.wikidata.org/entity/Q235077,Jerry Goldsmith,1929-02-10T00:00:00Z,2004-07-21T00:00:00Z,United States
http://www.wikidata.org/entity/Q235143,Sharon Corr,1970-03-24T00:00:00Z,,Ireland
http://www.wikidata.org/entity/Q235189,Mare Winningham,1959-05-16T00:00:00Z,,United States
http://www.wikidata.org/entity/Q235203,Angela Aki,1977-09-15T00:00:00Z,,Japan
http://www.wikidata.org/entity/Q235252,Pat Benatar,1953-01-10T00:00:00Z,,United States
http://www.wikidata.org/entity/Q235426,Theano,-0600-01-01T00:00:00Z,-0500-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q235500,Yvonne Loriod,1924-01-20T00:00:00Z,2010-05-18T00:00:00Z,France
http://www.wikidata.org/entity/Q235515,Janis Ian,1951-04-07T00:00:00Z,,United States
http://www.wikidata.org/entity/Q235601,Rachael Yamagata,1977-09-23T00:00:00Z,,United States
http://www.wikidata.org/entity/Q235645,Axelle Red,1968-02-15T00:00:00Z,,Belgium
http://www.wikidata.org/entity/Q235699,Amy Beach,1867-09-05T00:00:00Z,1944-12-27T00:00:00Z,United States
http://www.wikidata.org/entity/Q235737,Markéta Irglová,1988-02-28T00:00:00Z,,Czech Republic
http://www.wikidata.org/entity/Q235770,Miss Kittin,1973-07-16T00:00:00Z,,France
http://www.wikidata.org/entity/Q235825,Lena Philipsson,1966-01-19T00:00:00Z,,Sweden
http://www.wikidata.org/entity/Q235886,Emma Shapplin,1974-05-19T00:00:00Z,,France
http://www.wikidata.org/entity/Q235952,Gladys Knight,1944-05-28T00:00:00Z,,United States
http://www.wikidata.org/entity/Q236047,Hadise,1985-10-22T00:00:00Z,,Belgium
http://www.wikidata.org/entity/Q236047,Hadise,1985-10-22T00:00:00Z,,Turkey
http://www.wikidata.org/entity/Q236056,Mira Awad,1975-06-11T00:00:00Z,,Israel
http://www.wikidata.org/entity/Q236061,Nicole,1964-10-25T00:00:00Z,,Germany
http://www.wikidata.org/entity/Q236066,AJ Michalka,1991-04-10T00:00:00Z,,United States
http://www.wikidata.org/entity/Q236075,Aly Michalka,1989-03-25T00:00:00Z,,United States
http://www.wikidata.org/entity/Q236114,Tanita Tikaram,1969-08-12T00:00:00Z,,United Kingdom
http://www.wikidata.org/entity/Q236114,Tanita Tikaram,1969-08-12T00:00:00Z,,Malaysia
http://www.wikidata.org/entity/Q236125,Linda Perry,1965-04-15T00:00:00Z,,United States
http://www.wikidata.org/entity/Q236247,Alicia Witt,1975-08-21T00:00:00Z,,United States
http://www.wikidata.org/entity/Q236318,Faith Evans,1973-06-10T00:00:00Z,,United States
http://www.wikidata.org/entity/Q236361,Gal Costa,1945-09-26T00:00:00Z,2022-11-09T00:00:00Z,Brazil
http://www.wikidata.org/entity/Q236381,Silje Nergaard,1966-06-19T00:00:00Z,,Norway
http://www.wikidata.org/entity/Q236438,Cécile Chaminade,1857-08-08T00:00:00Z,1944-04-13T00:00:00Z,France
http://www.wikidata.org/entity/Q236599,Ethel Smyth,1858-04-22T00:00:00Z,1944-05-08T00:00:00Z,United Kingdom
http://www.wikidata.org/entity/Q236613,Martha Wainwright,1976-05-08T00:00:00Z,,Canada
http://www.wikidata.org/entity/Q236613,Martha Wainwright,1976-05-08T00:00:00Z,,United States
http://www.wikidata.org/entity/Q236762,Marié Digby,1983-04-16T00:00:00Z,,United States
http://www.wikidata.org/entity/Q236792,Magdolna Rúzsa,1985-11-28T00:00:00Z,,Hungary
http://www.wikidata.org/entity/Q237078,Magdalena Tul,1980-04-29T00:00:00Z,,Poland
http://www.wikidata.org/entity/Q237081,Ani Lorak,1978-09-27T00:00:00Z,,Russia
http://www.wikidata.org/entity/Q237081,Ani Lorak,1978-09-27T00:00:00Z,,Ukraine
http://www.wikidata.org/entity/Q237081,Ani Lorak,1978-09-27T00:00:00Z,,Soviet Union
http://www.wikidata.org/entity/Q237324,Lisa Marie Presley,1968-02-01T00:00:00Z,2023-01-12T00:00:00Z,United States
http://www.wikidata.org/entity/Q237354,Diane Warren,1956-09-07T00:00:00Z,,United States
http://www.wikidata.org/entity/Q237387,Dulce María,1985-12-06T00:00:00Z,,Mexico
http://www.wikidata.org/entity/Q237389,Yuna Ito,1983-09-20T00:00:00Z,,Japan
http://www.wikidata.org/entity/Q237423,Christina Chanée,1979-01-06T00:00:00Z,,Kingdom of Denmark
http://www.wikidata.org/entity/Q237446,Mia Martini,1947-09-20T00:00:00Z,1995-05-12T00:00:00Z,Italy
http://www.wikidata.org/entity/Q237548,Kate Nash,1987-07-06T00:00:00Z,,United Kingdom
http://www.wikidata.org/entity/Q237645,Susan George,1950-07-26T00:00:00Z,,United Kingdom
http://www.wikidata.org/entity/Q237654,Lisa Loeb,1968-03-11T00:00:00Z,,United States
http://www.wikidata.org/entity/Q237669,Taryn Manning,1978-11-06T00:00:00Z,,United States
http://www.wikidata.org/entity/Q237677,Mia Rose,1988-01-26T00:00:00Z,,Portugal
http://www.wikidata.org/entity/Q237740,"Wilhelmine of Prussia, Margravine of Brandenburg-Bayreuth",1709-07-03T00:00:00Z,1758-10-14T00:00:00Z,Germany
http://www.wikidata.org/entity/Q237754,Anna Amalia of Prussia,1723-11-09T00:00:00Z,1787-03-30T00:00:00Z,Kingdom of Prussia
http://www.wikidata.org/entity/Q237922,Brody Dalle,1979-01-01T00:00:00Z,,Australia
http://www.wikidata.org/entity/Q237934,Keiko Matsui,1961-07-26T00:00:00Z,,Japan
http://www.wikidata.org/entity/Q237952,Meredith Brooks,1958-06-12T00:00:00Z,,United States
http://www.wikidata.org/entity/Q238215,Natalie Merchant,1963-10-26T00:00:00Z,,United States
http://www.wikidata.org/entity/Q238243,Alice Coltrane,1937-08-27T00:00:00Z,2007-01-12T00:00:00Z,United States
http://www.wikidata.org/entity/Q311472,W. Edwards Deming,1900-10-14T00:00:00Z,1993-12-20T00:00:00Z,United States
http://www.wikidata.org/entity/Q311528,Adam of Fulda,1445-01-01T00:00:00Z,1505-01-01T00:00:00Z,Germany
http://www.wikidata.org/entity/Q311571,Antonio Caldara,1670-01-01T00:00:00Z,1736-12-28T00:00:00Z,Republic of Venice
http://www.wikidata.org/entity/Q311600,Ratheesh Veha,,,India
http://www.wikidata.org/entity/Q311621,Maynard James Keenan,1964-04-17T00:00:00Z,,United States
http://www.wikidata.org/entity/Q311625,Francesco Geminiani,,1762-09-17T00:00:00Z,Kingdom of Great Britain
http://www.wikidata.org/entity/Q311625,Francesco Geminiani,,1762-09-17T00:00:00Z,Republic of Lucca
http://www.wikidata.org/entity/Q311629,Jacob Obrecht,1457-01-01T00:00:00Z,1505-08-11T00:00:00Z,Burgundian Netherlands
http://www.wikidata.org/entity/Q311655,Tom Petty,1950-10-20T00:00:00Z,2017-10-02T00:00:00Z,United States
http://www.wikidata.org/entity/Q311663,Gustave Charpentier,1860-06-25T00:00:00Z,1956-02-18T00:00:00Z,France
http://www.wikidata.org/entity/Q311674,Francesco Landini,1335-01-01T00:00:00Z,1397-09-02T00:00:00Z,Republic of Florence
http://www.wikidata.org/entity/Q311715,Art Blakey,1919-10-11T00:00:00Z,1990-10-16T00:00:00Z,United States
http://www.wikidata.org/entity/Q311748,Gigi D'Agostino,1967-12-17T00:00:00Z,,Italy
http://www.wikidata.org/entity/Q311766,Philippe de Vitry,1291-11-07T00:00:00Z,1361-06-17T00:00:00Z,Kingdom of France
http://www.wikidata.org/entity/Q311791,Nikolai Rubinstein,1835-06-14T00:00:00Z,1881-03-23T00:00:00Z,Russian Empire
http://www.wikidata.org/entity/Q311842,Benny Benassi,1967-07-13T00:00:00Z,,Italy
http://www.wikidata.org/entity/Q311900,Robby Krieger,1946-01-08T00:00:00Z,,United States
http://www.wikidata.org/entity/Q311913,Orlando Gibbons,1583-12-25T00:00:00Z,1625-06-05T00:00:00Z,Kingdom of England
http://www.wikidata.org/entity/Q353023,Taj Mahal,1942-05-17T00:00:00Z,,United States
http://www.wikidata.org/entity/Q353028,Kristoffer Zegers,1973-12-27T00:00:00Z,,Kingdom of the Netherlands
http://www.wikidata.org/entity/Q353085,Jukka Kuoppamäki,1942-09-01T00:00:00Z,,Finland
http://www.wikidata.org/entity/Q353096,Gary Burton,1943-01-23T00:00:00Z,,United States
http://www.wikidata.org/entity/Q353099,Jonas Kullhammar,1978-09-02T00:00:00Z,,Sweden
http://www.wikidata.org/entity/Q353203,Clarence Barlow,1945-12-27T00:00:00Z,2023-06-29T00:00:00Z,United Kingdom
http://www.wikidata.org/entity/Q353297,Henri-Jacques de Croes,1705-09-19T00:00:00Z,1786-08-16T00:00:00Z,Habsburg Netherlands
http://www.wikidata.org/entity/Q353316,Jack Irons,1962-07-18T00:00:00Z,,United States
http://www.wikidata.org/entity/Q353366,Blackie Lawless,1956-09-04T00:00:00Z,,United States
http://www.wikidata.org/entity/Q353395,Peter Racine Fricker,1920-09-05T00:00:00Z,1990-02-01T00:00:00Z,United Kingdom
http://www.wikidata.org/entity/Q353395,Peter Racine Fricker,1920-09-05T00:00:00Z,1990-02-01T00:00:00Z,United Kingdom of Great Britain and Ireland
http://www.wikidata.org/entity/Q353449,Serge Koussevitzky,1874-07-26T00:00:00Z,1951-06-04T00:00:00Z,United States
http://www.wikidata.org/entity/Q353449,Serge Koussevitzky,1874-07-26T00:00:00Z,1951-06-04T00:00:00Z,Soviet Union
http://www.wikidata.org/entity/Q353449,Serge Koussevitzky,1874-07-26T00:00:00Z,1951-06-04T00:00:00Z,Russian Empire
http://www.wikidata.org/entity/Q353461,Krystian Zimerman,1956-12-05T00:00:00Z,,Poland
http://www.wikidata.org/entity/Q353587,Les Brown,1912-03-14T00:00:00Z,2001-01-04T00:00:00Z,United States
http://www.wikidata.org/entity/Q353758,Jesús Franco,1930-05-12T00:00:00Z,2013-04-02T00:00:00Z,Spain
http://www.wikidata.org/entity/Q353788,Bernie Taupin,1950-05-22T00:00:00Z,,United Kingdom
http://www.wikidata.org/entity/Q353855,Thomas Lupo,1571-01-01T00:00:00Z,1627-12-01T00:00:00Z,United Kingdom of Great Britain and Ireland
http://www.wikidata.org/entity/Q353943,John Lewis,1920-05-03T00:00:00Z,2001-03-29T00:00:00Z,United States
http://www.wikidata.org/entity/Q354023,Girolamo Dalla Casa,1600-01-01T00:00:00Z,1601-08-01T00:00:00Z,Republic of Venice
http://www.wikidata.org/entity/Q354033,Joe Walsh,1947-11-20T00:00:00Z,,United States
http://www.wikidata.org/entity/Q354101,Giovanni Bottesini,1821-12-22T00:00:00Z,1889-07-07T00:00:00Z,Kingdom of Italy
http://www.wikidata.org/entity/Q354140,William Corkine,http://www.wikidata.org/.well-known/genid/57bea4287e331c851c555c6acd2c27ec,http://www.wikidata.org/.well-known/genid/1e81f4ce0a5d5fe5d210b98448c6d9a5,Kingdom of England
http://www.wikidata.org/entity/Q354158,Henry Threadgill,1944-02-15T00:00:00Z,,United States
http://www.wikidata.org/entity/Q354181,Steven Van Zandt,1950-11-22T00:00:00Z,,United States
http://www.wikidata.org/entity/Q354187,Rosario Scalero,1870-12-24T00:00:00Z,1954-12-25T00:00:00Z,Italy
http://www.wikidata.org/entity/Q354187,Rosario Scalero,1870-12-24T00:00:00Z,1954-12-25T00:00:00Z,Kingdom of Italy
http://www.wikidata.org/entity/Q354250,Hubert Parry,1848-02-27T00:00:00Z,1918-10-07T00:00:00Z,United Kingdom
http://www.wikidata.org/entity/Q354250,Hubert Parry,1848-02-27T00:00:00Z,1918-10-07T00:00:00Z,United Kingdom of Great Britain and Ireland
http://www.wikidata.org/entity/Q354254,Adelbert von Deyen,1953-10-25T00:00:00Z,2018-02-13T00:00:00Z,Germany
http://www.wikidata.org/entity/Q354266,Thomas Ford,1580-01-01T00:00:00Z,1648-11-01T00:00:00Z,Kingdom of England
http://www.wikidata.org/entity/Q354335,Harrison Birtwistle,1934-07-15T00:00:00Z,2022-04-18T00:00:00Z,United Kingdom
http://www.wikidata.org/entity/Q354399,Adele Bloesch-Stöcker,1875-06-21T00:00:00Z,1978-09-10T00:00:00Z,Switzerland
http://www.wikidata.org/entity/Q354461,Nicolas Hotman,1614-01-01T00:00:00Z,1663-04-01T00:00:00Z,France
http://www.wikidata.org/entity/Q354490,Clifford Brown,1930-10-30T00:00:00Z,1956-06-26T00:00:00Z,United States
